行业A,行业B,分组A,分组B,同期同比相关系数,相关绝对值,是否跨分组
1.农副食品加工业,21.金属制品业,消费与轻工制造,装备制造,0.8616710500725524,0.8616710500725524,True
21.金属制品业,27.计算机、通信和其他电子设备制造业,装备制造,先进制造与技术相关行业,0.8596555586850206,0.8596555586850206,True
1.农副食品加工业,12.文教、工美、体育和娱乐用品制造业,消费与轻工制造,消费与轻工制造,0.8592204559533086,0.8592204559533086,False
1.农副食品加工业,22.通用设备制造业,消费与轻工制造,装备制造,0.8585976954382039,0.8585976954382039,True
6.纺织服装、服饰业,29.其他制造业,消费与轻工制造,其他制造,0.8578932991007249,0.8578932991007249,True
1.农副食品加工业,29.其他制造业,消费与轻工制造,其他制造,0.8574514810014645,0.8574514810014645,True
1.农副食品加工业,8.木材加工和木、竹、藤、棕、草制品业,消费与轻工制造,消费与轻工制造,0.8566685225484588,0.8566685225484588,False
5.纺织业,25.铁路、船舶、航空航天和其他运输设备制造业,消费与轻工制造,装备制造,0.8533776507463716,0.8533776507463716,True
17.橡胶和塑料制品业,27.计算机、通信和其他电子设备制造业,传统高耗能与材料行业,先进制造与技术相关行业,0.8528153525562124,0.8528153525562124,True
11.印刷和记录媒介复制业,27.计算机、通信和其他电子设备制造业,消费与轻工制造,先进制造与技术相关行业,0.8520646556325328,0.8520646556325328,True
7.皮革、毛皮、羽毛及其制品和制鞋业,27.计算机、通信和其他电子设备制造业,消费与轻工制造,先进制造与技术相关行业,0.8485561443617757,0.8485561443617757,True
22.通用设备制造业,27.计算机、通信和其他电子设备制造业,装备制造,先进制造与技术相关行业,0.846935499132903,0.846935499132903,True
4.烟草制品业,29.其他制造业,消费与轻工制造,其他制造,0.8460133457664812,0.8460133457664812,True
1.农副食品加工业,9.家具制造业,消费与轻工制造,消费与轻工制造,0.8454871180435193,0.8454871180435193,False
1.农副食品加工业,26.电气机械和器材制造业,消费与轻工制造,装备制造,0.8435871008442831,0.8435871008442831,True
3.酒、饮料及精制茶制造业,5.纺织业,消费与轻工制造,消费与轻工制造,0.8386480033515471,0.8386480033515471,False
1.农副食品加工业,23.专用设备制造业,消费与轻工制造,装备制造,0.8333259072175631,0.8333259072175631,True
10.造纸和纸制品业,31.金属制品、机械和设备修理业,消费与轻工制造,其他制造,0.8323218137919483,0.8323218137919483,True
4.烟草制品业,25.铁路、船舶、航空航天和其他运输设备制造业,消费与轻工制造,装备制造,0.8314324000722542,0.8314324000722542,True
1.农副食品加工业,3.酒、饮料及精制茶制造业,消费与轻工制造,消费与轻工制造,0.8290517248963759,0.8290517248963759,False
2.食品制造业,3.酒、饮料及精制茶制造业,消费与轻工制造,消费与轻工制造,0.8287583990809235,0.8287583990809235,False
1.农副食品加工业,7.皮革、毛皮、羽毛及其制品和制鞋业,消费与轻工制造,消费与轻工制造,0.8275510158582295,0.8275510158582295,False
3.酒、饮料及精制茶制造业,23.专用设备制造业,消费与轻工制造,装备制造,0.8267577554238926,0.8267577554238926,True
3.酒、饮料及精制茶制造业,9.家具制造业,消费与轻工制造,消费与轻工制造,0.8260414113988713,0.8260414113988713,False
5.纺织业,29.其他制造业,消费与轻工制造,其他制造,0.8253334463263768,0.8253334463263768,True
1.农副食品加工业,6.纺织服装、服饰业,消费与轻工制造,消费与轻工制造,0.8252748574995342,0.8252748574995342,False
15.医药制造业,23.专用设备制造业,先进制造与技术相关行业,装备制造,0.821797661289387,0.821797661289387,True
3.酒、饮料及精制茶制造业,21.金属制品业,消费与轻工制造,装备制造,0.8217915396531594,0.8217915396531594,True
15.医药制造业,29.其他制造业,先进制造与技术相关行业,其他制造,0.8215999685633281,0.8215999685633281,True
27.计算机、通信和其他电子设备制造业,28.仪器仪表制造业,先进制造与技术相关行业,先进制造与技术相关行业,0.8210949400911337,0.8210949400911337,False
3.酒、饮料及精制茶制造业,8.木材加工和木、竹、藤、棕、草制品业,消费与轻工制造,消费与轻工制造,0.8209120221788244,0.8209120221788244,False
3.酒、饮料及精制茶制造业,6.纺织服装、服饰业,消费与轻工制造,消费与轻工制造,0.8171153408662951,0.8171153408662951,False
1.农副食品加工业,5.纺织业,消费与轻工制造,消费与轻工制造,0.8161989080254325,0.8161989080254325,False
3.酒、饮料及精制茶制造业,17.橡胶和塑料制品业,消费与轻工制造,传统高耗能与材料行业,0.8137277054655002,0.8137277054655002,True
15.医药制造业,25.铁路、船舶、航空航天和其他运输设备制造业,先进制造与技术相关行业,装备制造,0.813704565488624,0.813704565488624,True
3.酒、饮料及精制茶制造业,28.仪器仪表制造业,消费与轻工制造,先进制造与技术相关行业,0.8125174741447271,0.8125174741447271,True
3.酒、饮料及精制茶制造业,11.印刷和记录媒介复制业,消费与轻工制造,消费与轻工制造,0.8112105188833765,0.8112105188833765,False
3.酒、饮料及精制茶制造业,12.文教、工美、体育和娱乐用品制造业,消费与轻工制造,消费与轻工制造,0.8087557086613508,0.8087557086613508,False
19.黑色金属冶炼和压延加工业,27.计算机、通信和其他电子设备制造业,传统高耗能与材料行业,先进制造与技术相关行业,0.8086237481747056,0.8086237481747056,True
12.文教、工美、体育和娱乐用品制造业,15.医药制造业,消费与轻工制造,先进制造与技术相关行业,0.8055203124894926,0.8055203124894926,True
4.烟草制品业,17.橡胶和塑料制品业,消费与轻工制造,传统高耗能与材料行业,0.800759582868147,0.800759582868147,True
10.造纸和纸制品业,27.计算机、通信和其他电子设备制造业,消费与轻工制造,先进制造与技术相关行业,0.8006394438810928,0.8006394438810928,True
27.计算机、通信和其他电子设备制造业,30.废弃资源综合利用业,先进制造与技术相关行业,其他制造,0.8001502374271435,0.8001502374271435,True
3.酒、饮料及精制茶制造业,24.汽车制造业,消费与轻工制造,装备制造,0.8001338310629438,0.8001338310629438,True
18.非金属矿物制品业,27.计算机、通信和其他电子设备制造业,传统高耗能与材料行业,先进制造与技术相关行业,0.7983800729823086,0.7983800729823086,True
3.酒、饮料及精制茶制造业,26.电气机械和器材制造业,消费与轻工制造,装备制造,0.7982147993771886,0.7982147993771886,True
5.纺织业,16.化学纤维制造业,消费与轻工制造,传统高耗能与材料行业,0.7977221485728597,0.7977221485728597,True
3.酒、饮料及精制茶制造业,7.皮革、毛皮、羽毛及其制品和制鞋业,消费与轻工制造,消费与轻工制造,0.7941198720328021,0.7941198720328021,False
4.烟草制品业,11.印刷和记录媒介复制业,消费与轻工制造,消费与轻工制造,0.7940652231407652,0.7940652231407652,False
15.医药制造业,27.计算机、通信和其他电子设备制造业,先进制造与技术相关行业,先进制造与技术相关行业,0.793630513990399,0.793630513990399,False
19.黑色金属冶炼和压延加工业,23.专用设备制造业,传统高耗能与材料行业,装备制造,0.7913026285090238,0.7913026285090238,True
10.造纸和纸制品业,16.化学纤维制造业,消费与轻工制造,传统高耗能与材料行业,0.7908232720333586,0.7908232720333586,True
4.烟草制品业,12.文教、工美、体育和娱乐用品制造业,消费与轻工制造,消费与轻工制造,0.7904117813244931,0.7904117813244931,False
3.酒、饮料及精制茶制造业,22.通用设备制造业,消费与轻工制造,装备制造,0.7890052239803419,0.7890052239803419,True
15.医药制造业,31.金属制品、机械和设备修理业,先进制造与技术相关行业,其他制造,0.7888377471137306,0.7888377471137306,True
3.酒、饮料及精制茶制造业,18.非金属矿物制品业,消费与轻工制造,传统高耗能与材料行业,0.7881223119378468,0.7881223119378468,True
3.酒、饮料及精制茶制造业,27.计算机、通信和其他电子设备制造业,消费与轻工制造,先进制造与技术相关行业,0.786798768857906,0.786798768857906,True
15.医药制造业,28.仪器仪表制造业,先进制造与技术相关行业,先进制造与技术相关行业,0.7854602092568814,0.7854602092568814,False
15.医药制造业,26.电气机械和器材制造业,先进制造与技术相关行业,装备制造,0.7851126177103166,0.7851126177103166,True
4.烟草制品业,30.废弃资源综合利用业,消费与轻工制造,其他制造,0.7787480912166976,0.7787480912166976,True
15.医药制造业,22.通用设备制造业,先进制造与技术相关行业,装备制造,0.778230582915228,0.778230582915228,True
2.食品制造业,27.计算机、通信和其他电子设备制造业,消费与轻工制造,先进制造与技术相关行业,0.7780388219102545,0.7780388219102545,True
4.烟草制品业,31.金属制品、机械和设备修理业,消费与轻工制造,其他制造,0.7768632139457137,0.7768632139457137,True
10.造纸和纸制品业,25.铁路、船舶、航空航天和其他运输设备制造业,消费与轻工制造,装备制造,0.7768063481442662,0.7768063481442662,True
11.印刷和记录媒介复制业,15.医药制造业,消费与轻工制造,先进制造与技术相关行业,0.7747093033821848,0.7747093033821848,True
4.烟草制品业,22.通用设备制造业,消费与轻工制造,装备制造,0.7734342540894475,0.7734342540894475,True
4.烟草制品业,21.金属制品业,消费与轻工制造,装备制造,0.7716094790745172,0.7716094790745172,True
3.酒、饮料及精制茶制造业,30.废弃资源综合利用业,消费与轻工制造,其他制造,0.771202135271841,0.771202135271841,True
15.医药制造业,17.橡胶和塑料制品业,先进制造与技术相关行业,传统高耗能与材料行业,0.7677209894744611,0.7677209894744611,True
4.烟草制品业,18.非金属矿物制品业,消费与轻工制造,传统高耗能与材料行业,0.7672185589154856,0.7672185589154856,True
27.计算机、通信和其他电子设备制造业,31.金属制品、机械和设备修理业,先进制造与技术相关行业,其他制造,0.76550004390816,0.76550004390816,True
24.汽车制造业,27.计算机、通信和其他电子设备制造业,装备制造,先进制造与技术相关行业,0.76504799581821,0.76504799581821,True
16.化学纤维制造业,27.计算机、通信和其他电子设备制造业,传统高耗能与材料行业,先进制造与技术相关行业,0.7631180413868563,0.7631180413868563,True
16.化学纤维制造业,23.专用设备制造业,传统高耗能与材料行业,装备制造,0.759031703361305,0.759031703361305,True
4.烟草制品业,9.家具制造业,消费与轻工制造,消费与轻工制造,0.7569199112481086,0.7569199112481086,False
15.医药制造业,18.非金属矿物制品业,先进制造与技术相关行业,传统高耗能与材料行业,0.7558997213358505,0.7558997213358505,True
4.烟草制品业,26.电气机械和器材制造业,消费与轻工制造,装备制造,0.7558292353202565,0.7558292353202565,True
4.烟草制品业,23.专用设备制造业,消费与轻工制造,装备制造,0.7549722255337951,0.7549722255337951,True
10.造纸和纸制品业,29.其他制造业,消费与轻工制造,其他制造,0.753868569927982,0.753868569927982,True
27.计算机、通信和其他电子设备制造业,29.其他制造业,先进制造与技术相关行业,其他制造,0.7529743223005965,0.7529743223005965,True
9.家具制造业,15.医药制造业,消费与轻工制造,先进制造与技术相关行业,0.7525146352097456,0.7525146352097456,True
6.纺织服装、服饰业,15.医药制造业,消费与轻工制造,先进制造与技术相关行业,0.7517404019719928,0.7517404019719928,True
4.烟草制品业,24.汽车制造业,消费与轻工制造,装备制造,0.7501140188839289,0.7501140188839289,True
15.医药制造业,19.黑色金属冶炼和压延加工业,先进制造与技术相关行业,传统高耗能与材料行业,0.7500007369708068,0.7500007369708068,True
8.木材加工和木、竹、藤、棕、草制品业,15.医药制造业,消费与轻工制造,先进制造与技术相关行业,0.747710305133594,0.747710305133594,True
6.纺织服装、服饰业,16.化学纤维制造业,消费与轻工制造,传统高耗能与材料行业,0.7465629191333416,0.7465629191333416,True
15.医药制造业,21.金属制品业,先进制造与技术相关行业,装备制造,0.7455087978315464,0.7455087978315464,True
7.皮革、毛皮、羽毛及其制品和制鞋业,15.医药制造业,消费与轻工制造,先进制造与技术相关行业,0.7452614422533497,0.7452614422533497,True
3.酒、饮料及精制茶制造业,31.金属制品、机械和设备修理业,消费与轻工制造,其他制造,0.744813203415927,0.744813203415927,True
2.食品制造业,4.烟草制品业,消费与轻工制造,消费与轻工制造,0.7385647346417984,0.7385647346417984,False
19.黑色金属冶炼和压延加工业,26.电气机械和器材制造业,传统高耗能与材料行业,装备制造,0.738186935566817,0.738186935566817,True
15.医药制造业,30.废弃资源综合利用业,先进制造与技术相关行业,其他制造,0.7375252641468987,0.7375252641468987,True
3.酒、饮料及精制茶制造业,16.化学纤维制造业,消费与轻工制造,传统高耗能与材料行业,0.7373595127787018,0.7373595127787018,True
4.烟草制品业,7.皮革、毛皮、羽毛及其制品和制鞋业,消费与轻工制造,消费与轻工制造,0.7360711005617737,0.7360711005617737,False
2.食品制造业,15.医药制造业,消费与轻工制造,先进制造与技术相关行业,0.7360492599773922,0.7360492599773922,True
4.烟草制品业,28.仪器仪表制造业,消费与轻工制造,先进制造与技术相关行业,0.7359268571682916,0.7359268571682916,True
16.化学纤维制造业,26.电气机械和器材制造业,传统高耗能与材料行业,装备制造,0.7339632667112251,0.7339632667112251,True
25.铁路、船舶、航空航天和其他运输设备制造业,27.计算机、通信和其他电子设备制造业,装备制造,先进制造与技术相关行业,0.7334314995425288,0.7334314995425288,True
16.化学纤维制造业,21.金属制品业,传统高耗能与材料行业,装备制造,0.7333728463338474,0.7333728463338474,True
9.家具制造业,16.化学纤维制造业,消费与轻工制造,传统高耗能与材料行业,0.732882397604903,0.732882397604903,True
10.造纸和纸制品业,20.有色金属冶炼和压延加工业,消费与轻工制造,传统高耗能与材料行业,0.7326544586855404,0.7326544586855404,True
1.农副食品加工业,4.烟草制品业,消费与轻工制造,消费与轻工制造,0.7260632309994183,0.7260632309994183,False
8.木材加工和木、竹、藤、棕、草制品业,16.化学纤维制造业,消费与轻工制造,传统高耗能与材料行业,0.7250701897775282,0.7250701897775282,True
5.纺织业,15.医药制造业,消费与轻工制造,先进制造与技术相关行业,0.7234474029417578,0.7234474029417578,True
12.文教、工美、体育和娱乐用品制造业,16.化学纤维制造业,消费与轻工制造,传统高耗能与材料行业,0.7227228705296557,0.7227228705296557,True
12.文教、工美、体育和娱乐用品制造业,19.黑色金属冶炼和压延加工业,消费与轻工制造,传统高耗能与材料行业,0.7220595209867572,0.7220595209867572,True
5.纺织业,19.黑色金属冶炼和压延加工业,消费与轻工制造,传统高耗能与材料行业,0.7203233120394582,0.7203233120394582,True
1.农副食品加工业,27.计算机、通信和其他电子设备制造业,消费与轻工制造,先进制造与技术相关行业,0.7186081418900148,0.7186081418900148,True
16.化学纤维制造业,24.汽车制造业,传统高耗能与材料行业,装备制造,0.7093780331203107,0.7093780331203107,True
4.烟草制品业,6.纺织服装、服饰业,消费与轻工制造,消费与轻工制造,0.7051442743733113,0.7051442743733113,False
16.化学纤维制造业,17.橡胶和塑料制品业,传统高耗能与材料行业,传统高耗能与材料行业,0.7040553958471932,0.7040553958471932,False
3.酒、饮料及精制茶制造业,29.其他制造业,消费与轻工制造,其他制造,0.7029284315587965,0.7029284315587965,True
6.纺织服装、服饰业,19.黑色金属冶炼和压延加工业,消费与轻工制造,传统高耗能与材料行业,0.7026422431956462,0.7026422431956462,True
7.皮革、毛皮、羽毛及其制品和制鞋业,16.化学纤维制造业,消费与轻工制造,传统高耗能与材料行业,0.7009942642043946,0.7009942642043946,True
9.家具制造业,19.黑色金属冶炼和压延加工业,消费与轻工制造,传统高耗能与材料行业,0.7004370975092973,0.7004370975092973,True
16.化学纤维制造业,22.通用设备制造业,传统高耗能与材料行业,装备制造,0.6984646963644021,0.6984646963644021,True
16.化学纤维制造业,20.有色金属冶炼和压延加工业,传统高耗能与材料行业,传统高耗能与材料行业,0.6965824621376407,0.6965824621376407,False
4.烟草制品业,8.木材加工和木、竹、藤、棕、草制品业,消费与轻工制造,消费与轻工制造,0.6950342146577041,0.6950342146577041,False
19.黑色金属冶炼和压延加工业,28.仪器仪表制造业,传统高耗能与材料行业,先进制造与技术相关行业,0.6924889461983412,0.6924889461983412,True
19.黑色金属冶炼和压延加工业,22.通用设备制造业,传统高耗能与材料行业,装备制造,0.6924659920954617,0.6924659920954617,True
3.酒、饮料及精制茶制造业,25.铁路、船舶、航空航天和其他运输设备制造业,消费与轻工制造,装备制造,0.6913571760386229,0.6913571760386229,True
19.黑色金属冶炼和压延加工业,21.金属制品业,传统高耗能与材料行业,装备制造,0.6884118204888071,0.6884118204888071,True
11.印刷和记录媒介复制业,16.化学纤维制造业,消费与轻工制造,传统高耗能与材料行业,0.6852812766184605,0.6852812766184605,True
17.橡胶和塑料制品业,19.黑色金属冶炼和压延加工业,传统高耗能与材料行业,传统高耗能与材料行业,0.6827851284707492,0.6827851284707492,False
15.医药制造业,24.汽车制造业,先进制造与技术相关行业,装备制造,0.6807647084132783,0.6807647084132783,True
8.木材加工和木、竹、藤、棕、草制品业,19.黑色金属冶炼和压延加工业,消费与轻工制造,传统高耗能与材料行业,0.6804218855022932,0.6804218855022932,True
16.化学纤维制造业,18.非金属矿物制品业,传统高耗能与材料行业,传统高耗能与材料行业,0.6769562530893586,0.6769562530893586,False
1.农副食品加工业,15.医药制造业,消费与轻工制造,先进制造与技术相关行业,0.6762518874080979,0.6762518874080979,True
11.印刷和记录媒介复制业,19.黑色金属冶炼和压延加工业,消费与轻工制造,传统高耗能与材料行业,0.675975769307619,0.675975769307619,True
7.皮革、毛皮、羽毛及其制品和制鞋业,19.黑色金属冶炼和压延加工业,消费与轻工制造,传统高耗能与材料行业,0.6724290027771839,0.6724290027771839,True
4.烟草制品业,10.造纸和纸制品业,消费与轻工制造,消费与轻工制造,0.6718687698448729,0.6718687698448729,False
4.烟草制品业,5.纺织业,消费与轻工制造,消费与轻工制造,0.6656322280280346,0.6656322280280346,False
4.烟草制品业,15.医药制造业,消费与轻工制造,先进制造与技术相关行业,0.6535269744985083,0.6535269744985083,True
19.黑色金属冶炼和压延加工业,24.汽车制造业,传统高耗能与材料行业,装备制造,0.6512129057349456,0.6512129057349456,True
3.酒、饮料及精制茶制造业,20.有色金属冶炼和压延加工业,消费与轻工制造,传统高耗能与材料行业,0.6477965913694934,0.6477965913694934,True
16.化学纤维制造业,30.废弃资源综合利用业,传统高耗能与材料行业,其他制造,0.6468020002876622,0.6468020002876622,True
19.黑色金属冶炼和压延加工业,29.其他制造业,传统高耗能与材料行业,其他制造,0.64679967154284,0.64679967154284,True
16.化学纤维制造业,28.仪器仪表制造业,传统高耗能与材料行业,先进制造与技术相关行业,0.6460224581050611,0.6460224581050611,True
4.烟草制品业,27.计算机、通信和其他电子设备制造业,消费与轻工制造,先进制造与技术相关行业,0.642610008117958,0.642610008117958,True
18.非金属矿物制品业,19.黑色金属冶炼和压延加工业,传统高耗能与材料行业,传统高耗能与材料行业,0.6402900657804027,0.6402900657804027,False
16.化学纤维制造业,19.黑色金属冶炼和压延加工业,传统高耗能与材料行业,传统高耗能与材料行业,0.6375634252919564,0.6375634252919564,False
2.食品制造业,16.化学纤维制造业,消费与轻工制造,传统高耗能与材料行业,0.6356400644331348,0.6356400644331348,True
19.黑色金属冶炼和压延加工业,31.金属制品、机械和设备修理业,传统高耗能与材料行业,其他制造,0.6263052437983166,0.6263052437983166,True
16.化学纤维制造业,31.金属制品、机械和设备修理业,传统高耗能与材料行业,其他制造,0.6092809194743426,0.6092809194743426,True
19.黑色金属冶炼和压延加工业,30.废弃资源综合利用业,传统高耗能与材料行业,其他制造,0.6054464238677754,0.6054464238677754,True
3.酒、饮料及精制茶制造业,4.烟草制品业,消费与轻工制造,消费与轻工制造,0.6049958725505983,0.6049958725505983,False
19.黑色金属冶炼和压延加工业,25.铁路、船舶、航空航天和其他运输设备制造业,传统高耗能与材料行业,装备制造,0.5832372677173183,0.5832372677173183,True
2.食品制造业,19.黑色金属冶炼和压延加工业,消费与轻工制造,传统高耗能与材料行业,0.571127431744951,0.571127431744951,True
16.化学纤维制造业,29.其他制造业,传统高耗能与材料行业,其他制造,0.5603436569907958,0.5603436569907958,True
10.造纸和纸制品业,19.黑色金属冶炼和压延加工业,消费与轻工制造,传统高耗能与材料行业,0.554397880004161,0.554397880004161,True
1.农副食品加工业,16.化学纤维制造业,消费与轻工制造,传统高耗能与材料行业,0.5468198707451511,0.5468198707451511,True
16.化学纤维制造业,25.铁路、船舶、航空航天和其他运输设备制造业,传统高耗能与材料行业,装备制造,0.5336334080714686,0.5336334080714686,True
5.纺织业,20.有色金属冶炼和压延加工业,消费与轻工制造,传统高耗能与材料行业,0.5251322460912026,0.5251322460912026,True
10.造纸和纸制品业,15.医药制造业,消费与轻工制造,先进制造与技术相关行业,0.5240574115999159,0.5240574115999159,True
3.酒、饮料及精制茶制造业,15.医药制造业,消费与轻工制造,先进制造与技术相关行业,0.5200932318517772,0.5200932318517772,True
14.化学原料和化学制品制造业,27.计算机、通信和其他电子设备制造业,传统高耗能与材料行业,先进制造与技术相关行业,0.5073273110757625,0.5073273110757625,True
4.烟草制品业,16.化学纤维制造业,消费与轻工制造,传统高耗能与材料行业,0.5056359082951581,0.5056359082951581,True
3.酒、饮料及精制茶制造业,19.黑色金属冶炼和压延加工业,消费与轻工制造,传统高耗能与材料行业,0.5021888360463999,0.5021888360463999,True
20.有色金属冶炼和压延加工业,24.汽车制造业,传统高耗能与材料行业,装备制造,0.4999628541545931,0.4999628541545931,True
4.烟草制品业,19.黑色金属冶炼和压延加工业,消费与轻工制造,传统高耗能与材料行业,0.4924350158271985,0.4924350158271985,True
20.有色金属冶炼和压延加工业,21.金属制品业,传统高耗能与材料行业,装备制造,0.49031925185307873,0.49031925185307873,True
1.农副食品加工业,19.黑色金属冶炼和压延加工业,消费与轻工制造,传统高耗能与材料行业,0.48556281406795543,0.48556281406795543,True
6.纺织服装、服饰业,20.有色金属冶炼和压延加工业,消费与轻工制造,传统高耗能与材料行业,0.48423729599351123,0.48423729599351123,True
8.木材加工和木、竹、藤、棕、草制品业,20.有色金属冶炼和压延加工业,消费与轻工制造,传统高耗能与材料行业,0.48196386123560186,0.48196386123560186,True
9.家具制造业,20.有色金属冶炼和压延加工业,消费与轻工制造,传统高耗能与材料行业,0.48189508273751325,0.48189508273751325,True
1.农副食品加工业,20.有色金属冶炼和压延加工业,消费与轻工制造,传统高耗能与材料行业,0.46738877758073805,0.46738877758073805,True
7.皮革、毛皮、羽毛及其制品和制鞋业,20.有色金属冶炼和压延加工业,消费与轻工制造,传统高耗能与材料行业,0.4607121773547615,0.4607121773547615,True
14.化学原料和化学制品制造业,16.化学纤维制造业,传统高耗能与材料行业,传统高耗能与材料行业,0.4562940410023473,0.4562940410023473,False
2.食品制造业,20.有色金属冶炼和压延加工业,消费与轻工制造,传统高耗能与材料行业,0.45286695238299507,0.45286695238299507,True
20.有色金属冶炼和压延加工业,28.仪器仪表制造业,传统高耗能与材料行业,先进制造与技术相关行业,0.4514348902281914,0.4514348902281914,True
17.橡胶和塑料制品业,20.有色金属冶炼和压延加工业,传统高耗能与材料行业,传统高耗能与材料行业,0.44809409021142715,0.44809409021142715,False
11.印刷和记录媒介复制业,20.有色金属冶炼和压延加工业,消费与轻工制造,传统高耗能与材料行业,0.4431725864671525,0.4431725864671525,True
14.化学原料和化学制品制造业,19.黑色金属冶炼和压延加工业,传统高耗能与材料行业,传统高耗能与材料行业,0.4409343686531709,0.4409343686531709,False
20.有色金属冶炼和压延加工业,22.通用设备制造业,传统高耗能与材料行业,装备制造,0.4398600514140923,0.4398600514140923,True
18.非金属矿物制品业,20.有色金属冶炼和压延加工业,传统高耗能与材料行业,传统高耗能与材料行业,0.42623307359527035,0.42623307359527035,False
12.文教、工美、体育和娱乐用品制造业,20.有色金属冶炼和压延加工业,消费与轻工制造,传统高耗能与材料行业,0.42422712618715974,0.42422712618715974,True
20.有色金属冶炼和压延加工业,23.专用设备制造业,传统高耗能与材料行业,装备制造,0.4231202942128751,0.4231202942128751,True
5.纺织业,14.化学原料和化学制品制造业,消费与轻工制造,传统高耗能与材料行业,0.41870335659765806,0.41870335659765806,True
15.医药制造业,16.化学纤维制造业,先进制造与技术相关行业,传统高耗能与材料行业,0.41258474572140874,0.41258474572140874,True
14.化学原料和化学制品制造业,23.专用设备制造业,传统高耗能与材料行业,装备制造,0.4116098758397788,0.4116098758397788,True
20.有色金属冶炼和压延加工业,26.电气机械和器材制造业,传统高耗能与材料行业,装备制造,0.40544329544013863,0.40544329544013863,True
20.有色金属冶炼和压延加工业,27.计算机、通信和其他电子设备制造业,传统高耗能与材料行业,先进制造与技术相关行业,0.4053115310802204,0.4053115310802204,True
9.家具制造业,14.化学原料和化学制品制造业,消费与轻工制造,传统高耗能与材料行业,0.3865764987086279,0.3865764987086279,True
20.有色金属冶炼和压延加工业,30.废弃资源综合利用业,传统高耗能与材料行业,其他制造,0.3819713233889354,0.3819713233889354,True
6.纺织服装、服饰业,14.化学原料和化学制品制造业,消费与轻工制造,传统高耗能与材料行业,0.3685084610196646,0.3685084610196646,True
20.有色金属冶炼和压延加工业,31.金属制品、机械和设备修理业,传统高耗能与材料行业,其他制造,0.341383436210484,0.341383436210484,True
10.造纸和纸制品业,14.化学原料和化学制品制造业,消费与轻工制造,传统高耗能与材料行业,0.33932155207250003,0.33932155207250003,True
8.木材加工和木、竹、藤、棕、草制品业,14.化学原料和化学制品制造业,消费与轻工制造,传统高耗能与材料行业,0.33836186854557837,0.33836186854557837,True
7.皮革、毛皮、羽毛及其制品和制鞋业,14.化学原料和化学制品制造业,消费与轻工制造,传统高耗能与材料行业,0.33383245393833627,0.33383245393833627,True
14.化学原料和化学制品制造业,26.电气机械和器材制造业,传统高耗能与材料行业,装备制造,0.3311397939150022,0.3311397939150022,True
3.酒、饮料及精制茶制造业,14.化学原料和化学制品制造业,消费与轻工制造,传统高耗能与材料行业,0.32036015320037353,0.32036015320037353,True
12.文教、工美、体育和娱乐用品制造业,14.化学原料和化学制品制造业,消费与轻工制造,传统高耗能与材料行业,0.31501142372996926,0.31501142372996926,True
14.化学原料和化学制品制造业,21.金属制品业,传统高耗能与材料行业,装备制造,0.30486723957115885,0.30486723957115885,True
14.化学原料和化学制品制造业,20.有色金属冶炼和压延加工业,传统高耗能与材料行业,传统高耗能与材料行业,0.29122545906421277,0.29122545906421277,False
14.化学原料和化学制品制造业,17.橡胶和塑料制品业,传统高耗能与材料行业,传统高耗能与材料行业,0.28996145735160495,0.28996145735160495,False
11.印刷和记录媒介复制业,14.化学原料和化学制品制造业,消费与轻工制造,传统高耗能与材料行业,0.28118756477110507,0.28118756477110507,True
14.化学原料和化学制品制造业,22.通用设备制造业,传统高耗能与材料行业,装备制造,0.2775720414966576,0.2775720414966576,True
20.有色金属冶炼和压延加工业,29.其他制造业,传统高耗能与材料行业,其他制造,0.26371965317611684,0.26371965317611684,True
14.化学原料和化学制品制造业,15.医药制造业,传统高耗能与材料行业,先进制造与技术相关行业,0.2607473392364018,0.2607473392364018,True
14.化学原料和化学制品制造业,30.废弃资源综合利用业,传统高耗能与材料行业,其他制造,0.24729150412748413,0.24729150412748413,True
4.烟草制品业,20.有色金属冶炼和压延加工业,消费与轻工制造,传统高耗能与材料行业,0.23405035905164617,0.23405035905164617,True
14.化学原料和化学制品制造业,18.非金属矿物制品业,传统高耗能与材料行业,传统高耗能与材料行业,0.23330030171222874,0.23330030171222874,False
20.有色金属冶炼和压延加工业,25.铁路、船舶、航空航天和其他运输设备制造业,传统高耗能与材料行业,装备制造,0.22579321487699022,0.22579321487699022,True
13.石油、煤炭及其他燃料加工业,30.废弃资源综合利用业,传统高耗能与材料行业,其他制造,-0.2169804583664367,0.2169804583664367,True
19.黑色金属冶炼和压延加工业,20.有色金属冶炼和压延加工业,传统高耗能与材料行业,传统高耗能与材料行业,0.21526490438328502,0.21526490438328502,False
14.化学原料和化学制品制造业,28.仪器仪表制造业,传统高耗能与材料行业,先进制造与技术相关行业,0.2133423079039456,0.2133423079039456,True
13.石油、煤炭及其他燃料加工业,27.计算机、通信和其他电子设备制造业,传统高耗能与材料行业,先进制造与技术相关行业,-0.20992514611441537,0.20992514611441537,True
2.食品制造业,14.化学原料和化学制品制造业,消费与轻工制造,传统高耗能与材料行业,0.19835152322622088,0.19835152322622088,True
13.石油、煤炭及其他燃料加工业,15.医药制造业,传统高耗能与材料行业,先进制造与技术相关行业,-0.16699302891346035,0.16699302891346035,True
14.化学原料和化学制品制造业,24.汽车制造业,传统高耗能与材料行业,装备制造,0.15759888275090916,0.15759888275090916,True
